Gene	Module	kME
CTD-2192J16.17	P1_I6_M1	0.99
OR11G2	P1_I6_M1	0.99
POTEI	P1_I6_M1	0.86
PATE2	P1_I6_M11	0.99
KRT39	P1_I6_M1	0.99
TOMM20L	P1_I6_M1	0.95
RGPD4	P1_I6_M1	0.99
NHLRC2	P1_I6_M1	0.8
HIST1H2AD	P1_I6_M1	0.99
ZFP28	P1_I6_M1	0.84
SCN8A	P1_I6_M1	0.84
HIST3H2BB	P1_I6_M1	0.99
KPNA5	P1_I6_M2	0.96
ANKRD36B	P1_I6_M1	0.92
HCAR1	P1_I6_M7	0.95
TMEM26	P1_I6_M1	0.9
SRGAP1	P1_I6_M1	0.92
OR2T4	P1_I6_M1	0.99
ZNF705A	P1_I6_M1	0.93
WDR5B	P1_I6_M1	0.85
FAM163B	P1_I6_M3	0.99
NPIPB9	P1_I6_M1	0.94
WDR45	P1_I6_M11	0.95
ZNF138	P1_I6_M1	0.93
ZNF429	P1_I6_M1	0.81
ZNF470	P1_I6_M1	0.98
ZNF100	P1_I6_M1	0.94
ZNF398	P1_I6_M1	0.9
ZSCAN25	P1_I6_M1	0.92
ZNF441	P1_I6_M1	0.89
GMFB	P1_I6_M3	0.85
SIGLEC15	P1_I6_M1	0.99
ZNF420	P1_I6_M1	0.83
ZNF763	P1_I6_M1	0.91
ZMYM1	P1_I6_M1	0.96
HIST1H4C	P1_I6_M1	0.99
KRT35	P1_I6_M1	0.99
LCE1C	P1_I6_M10	0.96
SLC6A17	P1_I6_M3	0.98
IFNL3	P1_I6_M1	0.99
PGAP1	P1_I6_M1	0.85
ZNF679	P1_I6_M1	0.99
ZNF682	P1_I6_M1	0.9
OR8B8	P1_I6_M1	0.99
ZNF257	P1_I6_M1	0.99
PCNX3	P1_I6_M1	0.84
ACSL5	P1_I6_M9	0.86
HIST1H3J	P1_I6_M1	0.99
ZNF785	P1_I6_M1	0.87
SULT1A2	P1_I6_M9	0.94
NEK5	P1_I6_M1	0.86
MAGEA6	P1_I6_M1	0.96
ADGRA1	P1_I6_M1	0.82
PIWIL2	P1_I6_M2	0.97
NOL4L	P1_I6_M2	0.88
CYSRT1	P1_I6_M15	0.89
ZSCAN5B	P1_I6_M1	1.0
OR1J2	P1_I6_M1	0.99
HIST1H4J	P1_I6_M1	0.82
SLC2A7	P1_I6_M1	0.98
FAM110D	P1_I6_M1	0.98
SERPINA1	P1_I6_M6	0.99
C6orf141	P1_I6_M1	0.93
IL27	P1_I6_M1	0.96
RAD54B	P1_I6_M1	0.98
ZNF165	P1_I6_M2	0.92
BLM	P1_I6_M1	0.98
OR10D3	P1_I6_M1	0.99
PELI1	P1_I6_M13	0.92
LYPD2	P1_I6_M15	0.96
UAP1L1	P1_I6_M1	0.83
ZNF786	P1_I6_M1	0.96
ZNF517	P1_I6_M1	0.96
S100A7L2	P1_I6_M1	0.99
OR8S1	P1_I6_M1	0.99
ZNF860	P1_I6_M1	0.98
OR6N1	P1_I6_M1	0.99
CYP2B6	P1_I6_M6	1.0
HIST1H3D	P1_I6_M1	0.97
DCHS2	P1_I6_M1	0.99
FABP12	P1_I6_M1	0.92
SHPK	P1_I6_M1	0.84
OR51D1	P1_I6_M1	0.99
OPALIN	P1_I6_M3	0.99
OR13G1	P1_I6_M1	0.99
OGDHL	P1_I6_M12	0.89
CYP2F1	P1_I6_M1	0.99
OR2L5	P1_I6_M1	0.99
STMN3	P1_I6_M3	0.94
GYPE	P1_I6_M1	0.95
ZNF695	P1_I6_M1	0.99
PCDHB11	P1_I6_M1	0.97
ZNF628	P1_I6_M1	0.98
GALP	P1_I6_M1	0.99
ZNF665	P1_I6_M1	0.99
SLC28A3	P1_I6_M1	0.85
MIB2	P1_I6_M1	0.91
OR6Y1	P1_I6_M1	0.99
TTC30A	P1_I6_M1	0.82
SSPO	P1_I6_M1	0.99
ELANE	P1_I6_M13	0.96
ZNF624	P1_I6_M1	0.97
TOPORS	P1_I6_M4	0.85
DMBX1	P1_I6_M1	0.99
OR11L1	P1_I6_M1	0.99
CCDC154	P1_I6_M1	0.99
C5orf42	P1_I6_M1	0.85
MYH6	P1_I6_M16	0.96
MPEG1	P1_I6_M5	0.8
SERPINB2	P1_I6_M15	0.94
DPP4	P1_I6_M7	0.87
SERPINB13	P1_I6_M15	1.0
ZNF433	P1_I6_M2	0.94
DNAH10	P1_I6_M1	0.98
SLC22A24	P1_I6_M1	0.98
KRTAP26-1	P1_I6_M1	0.99
NMB	P1_I6_M3	0.91
OR6C74	P1_I6_M1	0.99
ZNF460	P1_I6_M1	0.98
CR1L	P1_I6_M1	0.99
C14orf178	P1_I6_M1	0.99
CFAP43	P1_I6_M2	0.82
LHFPL5	P1_I6_M1	0.94
RPL37A	P1_I6_M14	0.88
TXNRD3	P1_I6_M2	0.91
MAP1LC3C	P1_I6_M1	0.81
MCMBP	P1_I6_M4	0.82
EME2	P1_I6_M1	0.99
KLHDC1	P1_I6_M1	0.91
ZNF81	P1_I6_M1	0.95
ZNF780A	P1_I6_M1	0.96
OR5B17	P1_I6_M1	0.99
OR52M1	P1_I6_M1	0.99
ZNF461	P1_I6_M1	0.98
CCDC180	P1_I6_M2	0.92
SLC9A8	P1_I6_M1	0.88
C4orf22	P1_I6_M2	0.87
HIST4H4	P1_I6_M1	0.97
CYP2A13	P1_I6_M1	0.99
OR8G1	P1_I6_M1	0.99
FAM212B	P1_I6_M1	0.84
ZNF44	P1_I6_M1	0.93
SGTB	P1_I6_M3	0.94
ZNF790	P1_I6_M1	0.82
PRB3	P1_I6_M19	1.0
MDS2	P1_I6_M1	0.96
OR1S2	P1_I6_M1	0.99
UGT2B17	P1_I6_M9	0.89
MEIG1	P1_I6_M1	0.94
SLC22A12	P1_I6_M12	0.98
KIF13B	P1_I6_M7	0.97
NRAP	P1_I6_M8	0.99
SLC22A6	P1_I6_M12	0.99
HRNR	P1_I6_M1	0.99
IFNA1	P1_I6_M1	0.99
HES5	P1_I6_M1	0.99
ZNF677	P1_I6_M2	0.94
ERO1A	P1_I6_M15	0.93
ZNF823	P1_I6_M1	0.89
ZNF311	P1_I6_M1	0.99
ZNF347	P1_I6_M1	0.84
OR5H2	P1_I6_M1	0.99
PLCG2	P1_I6_M5	0.9
ZNF71	P1_I6_M1	0.98
RPL12	P1_I6_M14	0.94
MBP	P1_I6_M3	0.96
GOLGA6L9	P1_I6_M1	0.99
RP11-310K10.1	P1_I6_M1	0.99
CLEC9A	P1_I6_M1	0.96
CCDC151	P1_I6_M1	0.91
DLGAP2	P1_I6_M1	0.99
FCGR1B	P1_I6_M11	0.85
SPANXA1	P1_I6_M1	0.97
ZNF560	P1_I6_M1	0.96
TUBA3C	P1_I6_M2	0.94
RPS4X	P1_I6_M14	0.9
ZNF273	P1_I6_M1	0.99
ZNF84	P1_I6_M4	0.88
MAK16	P1_I6_M1	0.87
AVPR1B	P1_I6_M1	0.99
SIRPA	P1_I6_M3	0.89
POTEH	P1_I6_M1	0.98
NPIPB13	P1_I6_M1	0.94
CYP2A7	P1_I6_M6	0.94
KRTAP9-9	P1_I6_M1	0.99
SFI1	P1_I6_M1	0.84
KRTAP4-6	P1_I6_M1	0.99
ADH4	P1_I6_M6	0.99
OR2T6	P1_I6_M1	0.99
CHSY3	P1_I6_M1	0.96
TOR4A	P1_I6_M1	0.81
MB	P1_I6_M8	0.94
OR2L3	P1_I6_M1	0.99
DEFB107B	P1_I6_M11	0.99
NPIPB6	P1_I6_M2	0.98
HMGN5	P1_I6_M2	0.89
MAN1A2	P1_I6_M4	0.86
ZNF251	P1_I6_M1	0.84
FAM47C	P1_I6_M1	0.99
CLEC4C	P1_I6_M1	0.96
ZNF607	P1_I6_M1	0.94
ZXDA	P1_I6_M1	0.97
RP11-566K11.2	P1_I6_M1	0.99
CACNA1E	P1_I6_M1	0.96
QRICH1	P1_I6_M4	0.86
FKBP1C	P1_I6_M1	0.99
DDX42	P1_I6_M4	0.92
RPL23A	P1_I6_M14	0.99
KRTAP4-5	P1_I6_M1	0.99
OR5B21	P1_I6_M1	0.99
CARD11	P1_I6_M5	0.97
ZNF485	P1_I6_M1	0.98
SDAD1	P1_I6_M4	0.89
TMEM239	P1_I6_M2	0.94
HYLS1	P1_I6_M2	0.93
MYL4	P1_I6_M16	0.95
ZNF442	P1_I6_M1	0.98
ZNF813	P1_I6_M1	0.96
KRTAP13-1	P1_I6_M1	0.99
ZNF26	P1_I6_M1	0.97
NTRK1	P1_I6_M1	0.95
ZNF583	P1_I6_M1	0.94
KRTAP4-1	P1_I6_M1	0.99
CCT8L2	P1_I6_M1	0.91
ZXDB	P1_I6_M1	0.91
TPM2	P1_I6_M8	0.94
RTP2	P1_I6_M1	0.99
ZNF808	P1_I6_M1	0.95
ANKRD35	P1_I6_M10	0.92
YTHDF2	P1_I6_M4	0.85
ATL1	P1_I6_M3	0.97
C1orf228	P1_I6_M1	0.82
GPN1	P1_I6_M4	0.87
PLN	P1_I6_M16	0.96
C2CD4A	P1_I6_M1	0.99
ZNF511	P1_I6_M1	0.88
WDHD1	P1_I6_M1	0.94
ZNF789	P1_I6_M1	0.85
RD3	P1_I6_M1	0.99
SPANXC	P1_I6_M1	0.89
SH2D1B	P1_I6_M1	0.94
ARC	P1_I6_M1	0.85
LRBA	P1_I6_M7	0.85
C3orf35	P1_I6_M1	0.99
ZNF536	P1_I6_M1	0.86
OR2M2	P1_I6_M1	0.99
AKR1C4	P1_I6_M6	0.98
ZNF534	P1_I6_M1	1.0
TAT	P1_I6_M6	0.98
C6orf89	P1_I6_M4	0.88
CALM1	P1_I6_M3	0.84
LPA	P1_I6_M6	0.87
OR10G6	P1_I6_M1	0.99
TUSC1	P1_I6_M1	0.86
MAGEA1	P1_I6_M1	0.98
SLC9A6	P1_I6_M3	0.97
FAN1	P1_I6_M1	0.88
ABCA4	P1_I6_M1	0.94
IPO9	P1_I6_M4	0.88
GPX6	P1_I6_M1	0.98
C19orf45	P1_I6_M1	0.91
LRRTM3	P1_I6_M1	0.82
ZNF652	P1_I6_M1	0.97
GPATCH3	P1_I6_M1	0.83
PLXNB3	P1_I6_M3	0.93
OXCT2	P1_I6_M2	0.93
RPL10A	P1_I6_M14	0.96
COLGALT2	P1_I6_M3	0.93
EPS8L3	P1_I6_M9	0.93
SYCP1	P1_I6_M2	0.99
APCDD1L	P1_I6_M1	0.9
RCSD1	P1_I6_M5	0.89
RASSF9	P1_I6_M1	0.9
GRIN3A	P1_I6_M1	0.94
CNOT7	P1_I6_M4	0.87
MTOR	P1_I6_M2	0.84
SCAMP5	P1_I6_M3	0.94
LRIG2	P1_I6_M1	0.97
PNP	P1_I6_M11	0.89
FOXJ3	P1_I6_M4	0.93
CD247	P1_I6_M5	0.98
GRM3	P1_I6_M3	0.97
INPP5F	P1_I6_M3	0.95
GJC2	P1_I6_M1	0.95
DENND4B	P1_I6_M5	0.87
KTI12	P1_I6_M1	0.9
CES1	P1_I6_M6	0.92
CD3E	P1_I6_M5	0.91
C1orf68	P1_I6_M10	0.95
FICD	P1_I6_M1	0.81
CCDC152	P1_I6_M1	0.88
STKLD1	P1_I6_M1	0.99
DCAF12	P1_I6_M2	0.85
PNMA5	P1_I6_M1	0.91
DCAF12L1	P1_I6_M1	0.94
SHISA4	P1_I6_M8	0.89
BHLHB9	P1_I6_M1	0.84
L1CAM	P1_I6_M3	0.87
RPL39	P1_I6_M14	0.92
DZIP3	P1_I6_M2	0.84
DCLRE1A	P1_I6_M1	0.92
NOS1AP	P1_I6_M1	0.82
CSAG1	P1_I6_M1	1.0
ZFP2	P1_I6_M1	0.96
SOWAHA	P1_I6_M9	0.91
RORB	P1_I6_M1	0.83
SGMS1	P1_I6_M7	0.96
OR10R2	P1_I6_M1	0.99
OR10Z1	P1_I6_M1	0.99
RP11-176H8.1	P1_I6_M1	0.99
GP1BB	P1_I6_M1	0.99
OR2T5	P1_I6_M1	0.99
OR2L2	P1_I6_M1	1.0
CHML	P1_I6_M1	0.85
TCP10	P1_I6_M1	0.94
CR1	P1_I6_M5	0.91
RAET1G	P1_I6_M1	0.92
C1orf53	P1_I6_M1	0.96
TEDDM1	P1_I6_M11	0.99
GJE1	P1_I6_M1	0.99
ECT2L	P1_I6_M1	0.86
GPR52	P1_I6_M1	0.99
METTL11B	P1_I6_M1	0.99
TMEM244	P1_I6_M1	0.99
OR6K3	P1_I6_M1	0.99
SPRN	P1_I6_M1	0.8
FAM229B	P1_I6_M2	0.93
FANK1	P1_I6_M2	0.88
LOR	P1_I6_M10	0.96
PRR9	P1_I6_M1	1.0
LELP1	P1_I6_M2	0.94
SPRR2E	P1_I6_M15	0.96
KPRP	P1_I6_M10	0.97
METTL10	P1_I6_M1	0.85
PLPP4	P1_I6_M1	0.83
HIST2H3C	P1_I6_M1	0.99
HIST2H3PS2	P1_I6_M1	0.93
PNLIPRP3	P1_I6_M1	0.91
HIST2H3A	P1_I6_M1	0.99
HSD3B2	P1_I6_M17	0.99
SMIM9	P1_I6_M1	0.99
C6orf163	P1_I6_M1	0.94
RIPPLY2	P1_I6_M1	0.92
GDI1	P1_I6_M3	0.94
SOX18	P1_I6_M1	0.88
OOEP	P1_I6_M1	0.84
KHDC3L	P1_I6_M1	1.0
DPPA5	P1_I6_M1	0.99
C1orf146	P1_I6_M1	0.94
SPANXN1	P1_I6_M1	0.99
SPANXA2	P1_I6_M1	0.97
CXorf66	P1_I6_M1	0.83
C10orf62	P1_I6_M2	0.96
CCDC160	P1_I6_M1	0.91
DEFB110	P1_I6_M11	0.99
GLYATL3	P1_I6_M1	0.99
RHOXF2B	P1_I6_M1	1.0
ZYG11A	P1_I6_M1	0.98
LCN8	P1_I6_M11	0.99
C1orf185	P1_I6_M2	0.95
GLT6D1	P1_I6_M1	0.98
CT83	P1_I6_M2	0.99
LIPN	P1_I6_M10	0.89
LIPK	P1_I6_M10	0.89
LIPJ	P1_I6_M1	0.95
TRPC5OS	P1_I6_M2	0.96
LRIT2	P1_I6_M1	0.99
LRRC73	P1_I6_M1	0.81
FOXO6	P1_I6_M1	0.98
TCEAL6	P1_I6_M3	0.89
RPA4	P1_I6_M1	1.0
NEU4	P1_I6_M1	0.91
MAFB	P1_I6_M7	0.95
CHIC1	P1_I6_M1	0.83
NAP1L6	P1_I6_M1	0.99
C2orf72	P1_I6_M1	0.97
NHSL2	P1_I6_M1	0.92
CLPSL1	P1_I6_M11	0.99
TIMM23B	P1_I6_M1	0.97
ZDHHC18	P1_I6_M13	0.85
CXorf65	P1_I6_M1	0.88
NPY4R	P1_I6_M1	0.95
GDF5OS	P1_I6_M1	0.99
ZDBF2	P1_I6_M1	0.98
TXNDC8	P1_I6_M2	0.96
AWAT1	P1_I6_M1	0.99
RING1	P1_I6_M1	0.96
HSD17B8	P1_I6_M1	0.92
RXRB	P1_I6_M1	0.85
OXLD1	P1_I6_M1	0.93
OR13C3	P1_I6_M1	0.99
COL11A2	P1_I6_M1	1.0
HLA-DOA	P1_I6_M1	0.85
SPIN3	P1_I6_M1	0.89
TMEM235	P1_I6_M1	0.91
PAGE3	P1_I6_M1	0.98
BTNL2	P1_I6_M1	0.99
OR8B2	P1_I6_M1	1.0
C6orf10	P1_I6_M1	0.92
TMEM225	P1_I6_M2	0.94
NOTCH4	P1_I6_M1	0.92
PRRT1	P1_I6_M1	0.99
FKBPL	P1_I6_M1	0.99
ERICH2	P1_I6_M2	0.96
SP5	P1_I6_M1	0.98
STK19	P1_I6_M1	0.99
CD300LD	P1_I6_M1	0.99
BTBD17	P1_I6_M1	0.93
DXO	P1_I6_M1	0.99
SKIV2L	P1_I6_M1	0.87
C9orf129	P1_I6_M1	0.99
SPANXN5	P1_I6_M1	0.96
ZBTB12	P1_I6_M1	0.99
EHMT2	P1_I6_M1	0.98
XAGE1A	P1_I6_M2	0.99
XAGE1B	P1_I6_M2	0.99
NEU1	P1_I6_M1	0.86
HSPA1L	P1_I6_M1	0.97
LSM2	P1_I6_M1	0.96
VARS	P1_I6_M1	0.99
VWA7	P1_I6_M1	0.96
MBD5	P1_I6_M1	0.88
MSH5	P1_I6_M1	0.99
MPIG6B	P1_I6_M1	0.99
LY6G6C	P1_I6_M10	0.98
XXbac-BPG32J3.20	P1_I6_M1	0.99
LY6G6F	P1_I6_M1	0.99
ABHD16A	P1_I6_M1	0.99
LY6G5C	P1_I6_M1	0.99
GPANK1	P1_I6_M1	0.95
C6orf47	P1_I6_M1	0.96
FAM155A	P1_I6_M1	0.91
APOM	P1_I6_M1	0.99
TRIM49C	P1_I6_M1	0.99
TRIM64	P1_I6_M1	0.99
BAG6	P1_I6_M2	0.88
AIF1	P1_I6_M5	0.8
NCR3	P1_I6_M1	0.99
PRAMEF20	P1_I6_M1	0.99
PRAMEF17	P1_I6_M1	0.99
PRAMEF19	P1_I6_M1	0.99
PRAMEF14	P1_I6_M1	0.99
NFKBIL1	P1_I6_M1	0.97
PRAMEF15	P1_I6_M1	0.99
PRAMEF9	P1_I6_M1	0.99
PRAMEF7	P1_I6_M1	0.99
MCCD1	P1_I6_M1	0.99
MICB	P1_I6_M1	0.98
AADACL4	P1_I6_M1	0.99
ZNF551	P1_I6_M1	0.97
MICA	P1_I6_M1	0.84
ZNF805	P1_I6_M1	0.98
POU5F1	P1_I6_M1	0.94
ZSCAN5C	P1_I6_M1	0.99
CCHCR1	P1_I6_M2	0.98
CDSN	P1_I6_M10	0.97
C6orf15	P1_I6_M1	0.99
MUC21	P1_I6_M15	0.98
DEFB121	P1_I6_M11	0.99
DHX16	P1_I6_M1	0.95
C6orf136	P1_I6_M1	0.94
MRPS18B	P1_I6_M1	0.84
PPP1R10	P1_I6_M1	0.94
KRTAP5-11	P1_I6_M1	0.99
KRTAP5-10	P1_I6_M1	0.99
ABCF1	P1_I6_M1	0.91
PRR3	P1_I6_M1	0.99
LRCOL1	P1_I6_M11	0.93
GNL1	P1_I6_M1	0.82
DPRX	P1_I6_M1	0.99
TRIM39	P1_I6_M1	0.99
TRIM15	P1_I6_M1	0.98
FOXB2	P1_I6_M1	0.99
TRIM10	P1_I6_M1	0.99
TRIM40	P1_I6_M1	0.99
TRIM31	P1_I6_M1	0.93
RNF39	P1_I6_M1	0.98
DISP3	P1_I6_M1	0.97
RACK1	P1_I6_M14	0.94
HLA-G	P1_I6_M1	0.9
NMS	P1_I6_M1	0.99
ZFP57	P1_I6_M1	0.99
MOG	P1_I6_M1	0.99
OR2H2	P1_I6_M1	0.99
CBY3	P1_I6_M1	1.0
C9orf57	P1_I6_M1	0.81
IL31	P1_I6_M1	0.99
FAM153C	P1_I6_M2	0.95
CASC10	P1_I6_M1	0.98
C10orf113	P1_I6_M1	0.99
MAS1L	P1_I6_M1	0.98
OR2H1	P1_I6_M1	0.99
OR11A1	P1_I6_M1	0.99
OR14J1	P1_I6_M1	0.99
OR2J2	P1_I6_M1	0.99
OR2J3	P1_I6_M1	0.99
OR2B3	P1_I6_M1	0.99
OR2W1	P1_I6_M1	0.99
SPDYC	P1_I6_M1	0.99
TRIM27	P1_I6_M1	0.97
MALRD1	P1_I6_M9	0.9
RANBP17	P1_I6_M1	1.0
FAM196B	P1_I6_M1	0.95
FOXD4L5	P1_I6_M1	0.99
TTC25	P1_I6_M2	0.87
MROH6	P1_I6_M1	0.98
ATXN2	P1_I6_M4	0.88
SPATA31A1	P1_I6_M1	0.98
FAM216A	P1_I6_M2	0.97
IGFL4	P1_I6_M1	0.97
KRTAP9-3	P1_I6_M1	0.99
KRTAP4-8	P1_I6_M1	0.99
GPR20	P1_I6_M1	0.99
KRTAP1-4	P1_I6_M1	0.99
KRT40	P1_I6_M1	0.99
KRT25	P1_I6_M1	0.99
SPINK9	P1_I6_M1	0.95
LRRC3C	P1_I6_M1	0.99
PRR20B	P1_I6_M1	0.99
PRR20A	P1_I6_M1	0.99
ZNF155	P1_I6_M1	0.86
UQCC3	P1_I6_M1	0.92
FBXO48	P1_I6_M1	0.99
GRXCR2	P1_I6_M1	0.99
FAM221B	P1_I6_M1	0.97
ZNF783	P1_I6_M1	0.93
ZNF425	P1_I6_M1	0.98
FBXO47	P1_I6_M1	0.99
PCDHGA1	P1_I6_M1	1.0
BLACE	P1_I6_M1	0.99
PCDHA9	P1_I6_M1	1.0
PCDHA8	P1_I6_M1	0.99
PCDHA7	P1_I6_M1	1.0
PCDHA5	P1_I6_M1	0.99
PCDHA4	P1_I6_M1	0.99
PCDHA2	P1_I6_M1	0.99
PCDHA1	P1_I6_M1	1.0
TRIM13	P1_I6_M2	0.93
ERICH4	P1_I6_M9	0.92
MS4A13	P1_I6_M1	0.99
PRSS1	P1_I6_M18	1.0
AARD	P1_I6_M2	0.95
PABPN1L	P1_I6_M1	0.99
OR5D16	P1_I6_M1	0.99
OR5L2	P1_I6_M1	0.99
SLFN12L	P1_I6_M1	0.95
CLLU1OS	P1_I6_M1	0.99
SYCE1L	P1_I6_M1	0.84
FAM71F2	P1_I6_M2	0.96
C2orf91	P1_I6_M1	0.99
CCNI2	P1_I6_M1	0.97
TMEM240	P1_I6_M1	0.85
FRG2	P1_I6_M1	0.99
FAM205A	P1_I6_M2	0.94
CDKL4	P1_I6_M1	0.99
TMEM88B	P1_I6_M1	0.95
ACCSL	P1_I6_M1	0.99
SDHAF1	P1_I6_M1	0.84
ARID3C	P1_I6_M1	0.97
C11orf91	P1_I6_M1	0.96
FABP9	P1_I6_M1	0.99
C4orf46	P1_I6_M1	0.83
SCGB2B2	P1_I6_M1	0.99
CCDC144NL	P1_I6_M1	0.99
SPDYE2	P1_I6_M1	0.92
CTXN3	P1_I6_M12	0.97
MGAT4D	P1_I6_M2	0.97
SAP25	P1_I6_M5	0.86
NT5M	P1_I6_M1	0.98
OR6C68	P1_I6_M1	0.99
OR6C65	P1_I6_M1	0.99
OR6C3	P1_I6_M1	0.99
OR6C1	P1_I6_M1	0.99
SLCO6A1	P1_I6_M2	0.98
C15orf59	P1_I6_M3	0.86
CFI	P1_I6_M6	0.9
OR52E6	P1_I6_M1	0.99
KRT6A	P1_I6_M15	0.98
KRT81	P1_I6_M1	0.98
KRTAP12-3	P1_I6_M1	0.99
IZUMO3	P1_I6_M1	0.86
KRTAP10-2	P1_I6_M1	0.99
TP53TG3D	P1_I6_M1	0.99
TP53TG3C	P1_I6_M1	0.99
ATP6AP1L	P1_I6_M1	0.95
OR52J3	P1_I6_M1	0.99
OR51A2	P1_I6_M1	0.99
OR51A4	P1_I6_M1	0.99
C2CD4B	P1_I6_M1	0.93
RGL3	P1_I6_M7	0.96
C9orf92	P1_I6_M1	0.99
MFSD2B	P1_I6_M1	0.97
CDPF1	P1_I6_M1	0.96
HTN3	P1_I6_M19	1.0
LIN52	P1_I6_M1	0.84
ARSH	P1_I6_M1	0.99
ACOT6	P1_I6_M1	0.98
TECRL	P1_I6_M16	0.97
DPF3	P1_I6_M1	0.8
MANSC4	P1_I6_M1	1.0
C17orf107	P1_I6_M1	0.96
MBD3L4	P1_I6_M1	0.99
DENND1C	P1_I6_M5	0.96
CRLF2	P1_I6_M1	0.99
CRYZL1	P1_I6_M4	0.84
C5orf51	P1_I6_M4	0.84
GAGE1	P1_I6_M2	0.99
ARRDC5	P1_I6_M1	0.9
CYS1	P1_I6_M12	0.95
KLRC2	P1_I6_M1	0.87
KLRC3	P1_I6_M1	0.95
C16orf96	P1_I6_M1	0.97
GMNC	P1_I6_M1	0.95
TTC23L	P1_I6_M2	0.94
CLEC6A	P1_I6_M1	0.99
RFPL3S	P1_I6_M2	0.99
C22orf42	P1_I6_M1	0.96
NANOGNB	P1_I6_M1	0.99
LRRC72	P1_I6_M1	0.99
C1QTNF9B	P1_I6_M1	0.96
KRTAP5-6	P1_I6_M1	0.99
KRTAP5-2	P1_I6_M1	0.99
KRTAP5-1	P1_I6_M1	0.99
DEFB135	P1_I6_M11	0.98
DEFB136	P1_I6_M1	0.99
BHLHA9	P1_I6_M1	0.99
ONECUT3	P1_I6_M1	0.98
CEMP1	P1_I6_M1	0.96
OLIG2	P1_I6_M3	0.99
C21orf62	P1_I6_M1	0.9
IFITM5	P1_I6_M1	0.99
SMIM21	P1_I6_M1	0.99
C18orf63	P1_I6_M1	0.9
DEFA1	P1_I6_M13	0.96
DOK6	P1_I6_M1	0.82
TMEM211	P1_I6_M1	0.98
SERPINB4	P1_I6_M15	0.96
SERPINB5	P1_I6_M10	0.84
ZDHHC11B	P1_I6_M1	0.95
KRTAP19-8	P1_I6_M1	0.99
KRTAP20-3	P1_I6_M1	0.99
KRTAP20-4	P1_I6_M1	0.99
KRTAP22-2	P1_I6_M1	0.99
KRTAP27-1	P1_I6_M1	0.99
CFAP99	P1_I6_M1	0.95
GOLGA8O	P1_I6_M1	0.98
TMEM191C	P1_I6_M1	0.99
RNASE13	P1_I6_M11	0.99
HBA1	P1_I6_M13	0.95
HBM	P1_I6_M13	0.98
ELOA2	P1_I6_M1	0.99
ATP10A	P1_I6_M1	0.91
ANKUB1	P1_I6_M1	0.96
TSSK2	P1_I6_M2	0.98
PRR23A	P1_I6_M1	1.0
COL6A6	P1_I6_M1	0.93
LRRC30	P1_I6_M1	0.97
TMEM200C	P1_I6_M1	0.99
OR10C1	P1_I6_M1	0.99
TXNRD3NB	P1_I6_M1	0.99
CFAP44	P1_I6_M1	0.88
CD200R1L	P1_I6_M1	0.99
LNP1	P1_I6_M2	0.96
OR5K3	P1_I6_M1	0.99
PRSS50	P1_I6_M1	0.97
TRIM71	P1_I6_M1	0.98
ZCWPW2	P1_I6_M1	0.9
XKR4	P1_I6_M1	0.99
GPX3	P1_I6_M12	0.91
TSSK1B	P1_I6_M2	0.98
PRR22	P1_I6_M1	0.86
TAS2R19	P1_I6_M1	0.99
TAS2R50	P1_I6_M1	0.99
TAS2R14	P1_I6_M1	0.99
TAS2R13	P1_I6_M1	0.99
ZRSR1	P1_I6_M1	0.99
KRTAP16-1	P1_I6_M1	0.99
KRTAP29-1	P1_I6_M1	0.99
KRTAP9-6	P1_I6_M1	0.99
CTAGE1	P1_I6_M1	0.99
C17orf51	P1_I6_M1	0.88
KRTAP4-11	P1_I6_M1	0.99
KRTAP4-9	P1_I6_M1	0.99
KRTAP2-3	P1_I6_M1	0.99
KRTAP2-1	P1_I6_M1	0.99
OR2A42	P1_I6_M1	0.99
KRTAP3-3	P1_I6_M1	0.99
KRTAP3-2	P1_I6_M1	0.99
KRTAP3-1	P1_I6_M1	0.99
MAP10	P1_I6_M1	0.99
KRTAP12-4	P1_I6_M1	0.99
KRTAP10-3	P1_I6_M1	0.99
KRTAP6-3	P1_I6_M1	0.99
POU5F1B	P1_I6_M1	0.99
ZNF611	P1_I6_M1	0.94
KLK9	P1_I6_M1	0.99
SYT3	P1_I6_M1	0.89
SPHAR	P1_I6_M1	0.99
DENND1B	P1_I6_M1	0.9
FGFR1OP	P1_I6_M2	0.92
FAM106A	P1_I6_M1	0.99
SCAF8	P1_I6_M4	0.94
CRYGS	P1_I6_M1	0.99
LINGO4	P1_I6_M1	0.98
FAM24B	P1_I6_M1	0.9
MLLT11	P1_I6_M3	0.98
ASIC3	P1_I6_M1	0.98
CCDC183	P1_I6_M1	0.96
DNLZ	P1_I6_M1	0.84
TCL1B	P1_I6_M1	0.99
TSGA13	P1_I6_M1	0.87
LTC4S	P1_I6_M1	0.99
ANKRD39	P1_I6_M1	0.82
LCAT	P1_I6_M6	0.85
MAGEA12	P1_I6_M1	0.99
PTPRCAP	P1_I6_M5	0.94
KRTAP4-12	P1_I6_M1	0.99
KRTAP2-4	P1_I6_M1	0.99
GPC2	P1_I6_M1	0.96
KRT222	P1_I6_M1	0.94
SIPA1	P1_I6_M5	0.93
TTLL13P	P1_I6_M1	0.99
GBP7	P1_I6_M6	0.9
ZBTB9	P1_I6_M1	0.99
ADAT3	P1_I6_M1	0.94
