Gene	Module	kME
FAM122A	P1_I1_M6	0.89
GFRAL	P1_I1_M1	0.99
C1orf168	P1_I1_M17	0.83
SHISA7	P1_I1_M1	0.88
LRRC74B	P1_I1_M1	0.98
CLEC17A	P1_I1_M7	0.88
OR51I2	P1_I1_M1	0.99
LDLRAD2	P1_I1_M1	0.99
C2orf66	P1_I1_M1	0.99
OVCH1	P1_I1_M1	0.97
ARHGAP11B	P1_I1_M1	0.99
DNER	P1_I1_M5	0.91
CPSF4L	P1_I1_M1	0.99
KLHL17	P1_I1_M1	0.94
ZCCHC13	P1_I1_M3	0.99
PLA2G2C	P1_I1_M1	0.99
ZSCAN23	P1_I1_M1	0.99
RINL	P1_I1_M1	0.87
C17orf99	P1_I1_M1	0.97
OR7D2	P1_I1_M1	1.0
C1orf204	P1_I1_M1	0.94
MORN2	P1_I1_M2	0.82
RTP5	P1_I1_M1	0.99
UBQLN2	P1_I1_M13	0.9
C19orf67	P1_I1_M1	0.99
ZNF490	P1_I1_M1	1.0
NRN1L	P1_I1_M1	0.99
NWD1	P1_I1_M1	0.96
ARL4C	P1_I1_M7	0.86
RNF133	P1_I1_M2	0.97
TMEM221	P1_I1_M1	0.97
TREML4	P1_I1_M1	0.99
RAB42	P1_I1_M1	0.92
SCGB1C1	P1_I1_M1	0.99
PRSS45	P1_I1_M1	0.92
PLA2G4E	P1_I1_M1	0.83
MESP2	P1_I1_M1	0.99
FAM25A	P1_I1_M20	0.97
EYS	P1_I1_M1	0.99
C6orf132	P1_I1_M20	0.8
DAZ1	P1_I1_M1	0.99
OR2AG2	P1_I1_M1	0.99
MAPK12	P1_I1_M11	0.97
TMEM215	P1_I1_M1	0.98
NUTM2G	P1_I1_M1	0.99
COL4A5	P1_I1_M18	0.85
KRTAP10-6	P1_I1_M1	0.99
NHS	P1_I1_M1	0.94
OTOG	P1_I1_M1	0.99
FAM166A	P1_I1_M2	0.97
TMPPE	P1_I1_M1	0.99
ZNF626	P1_I1_M8	0.8
HEPACAM2	P1_I1_M26	0.95
SMTNL2	P1_I1_M11	0.96
ZC3H6	P1_I1_M1	0.97
PRKAR1B	P1_I1_M5	0.97
NUTM2B	P1_I1_M1	1.0
NCR3LG1	P1_I1_M1	0.92
POTEE	P1_I1_M1	0.99
ZNF793	P1_I1_M6	0.92
IL17REL	P1_I1_M1	0.97
HYKK	P1_I1_M1	0.87
OR7A5	P1_I1_M1	0.97
C15orf62	P1_I1_M1	0.85
RUFY4	P1_I1_M1	0.99
ZNF383	P1_I1_M1	0.95
HES4	P1_I1_M1	0.97
IGFL1	P1_I1_M20	0.98
ZNF669	P1_I1_M1	0.94
C19orf35	P1_I1_M1	0.99
LRRIQ4	P1_I1_M1	0.99
C3orf62	P1_I1_M3	0.97
ENO4	P1_I1_M1	0.96
ZNF559	P1_I1_M6	0.84
SBK1	P1_I1_M1	0.89
OR6C6	P1_I1_M1	0.99
BSPH1	P1_I1_M16	0.99
SLC38A3	P1_I1_M9	0.98
OR6N2	P1_I1_M1	0.99
FAM92A	P1_I1_M2	0.96
FOCAD	P1_I1_M6	0.85
PRR19	P1_I1_M3	0.99
ZP3	P1_I1_M1	0.97
C10orf99	P1_I1_M26	0.85
H3F3C	P1_I1_M3	0.98
IFNA2	P1_I1_M1	0.99
JAKMIP3	P1_I1_M1	0.99
PPP3R2	P1_I1_M2	0.98
PDCD1	P1_I1_M1	0.92
CLEC2A	P1_I1_M10	0.97
GPR21	P1_I1_M1	0.99
TCTEX1D4	P1_I1_M1	0.98
SELL	P1_I1_M7	0.91
MAGEB5	P1_I1_M1	0.99
CHM	P1_I1_M6	0.9
NANOS2	P1_I1_M1	0.99
CERKL	P1_I1_M7	0.82
SLC24A5	P1_I1_M1	0.95
IER5L	P1_I1_M1	0.97
INSC	P1_I1_M1	0.98
C19orf54	P1_I1_M1	0.87
LCTL	P1_I1_M1	0.99
KRTDAP	P1_I1_M10	0.93
COL25A1	P1_I1_M3	0.96
FAM83G	P1_I1_M10	0.95
CFAP77	P1_I1_M17	0.98
SRSF10	P1_I1_M4	0.8
HBA2	P1_I1_M14	0.88
DUSP28	P1_I1_M1	0.99
OR2G6	P1_I1_M1	0.99
FBLL1	P1_I1_M1	0.87
NKAIN2	P1_I1_M5	0.95
KRTAP1-1	P1_I1_M1	0.99
PAQR9	P1_I1_M3	0.93
CLEC20A	P1_I1_M1	0.99
CFAP54	P1_I1_M1	0.95
FAM72B	P1_I1_M1	0.93
ASAH2	P1_I1_M12	0.97
NANOS1	P1_I1_M1	0.82
HMX3	P1_I1_M1	0.99
IGFL3	P1_I1_M1	0.88
GOLGA8M	P1_I1_M1	0.95
ZNF177	P1_I1_M1	0.89
S100A16	P1_I1_M20	0.96
CC2D2B	P1_I1_M3	0.97
RNASE9	P1_I1_M16	0.99
SAXO2	P1_I1_M17	0.96
RHCE	P1_I1_M14	0.86
C2orf80	P1_I1_M5	0.92
IDO2	P1_I1_M1	0.97
OR56A5	P1_I1_M1	0.99
KRTAP24-1	P1_I1_M1	0.99
QRFP	P1_I1_M1	0.99
OSTN	P1_I1_M1	0.99
VWC2	P1_I1_M1	0.97
FAM221A	P1_I1_M3	0.89
TMEM120B	P1_I1_M1	0.9
FSIP2	P1_I1_M3	0.98
TMEM198	P1_I1_M1	0.88
BCL2L15	P1_I1_M12	0.87
FZD9	P1_I1_M1	0.99
SPRED3	P1_I1_M1	0.98
OPTC	P1_I1_M1	0.99
PLET1	P1_I1_M1	0.99
ADRB3	P1_I1_M1	0.95
SKOR1	P1_I1_M1	0.99
CATSPER4	P1_I1_M1	0.97
PRELP	P1_I1_M18	0.81
PLA2G2E	P1_I1_M1	0.99
MTF1	P1_I1_M1	0.87
TMCO2	P1_I1_M2	0.98
TMEM201	P1_I1_M1	0.93
HMX2	P1_I1_M1	0.99
SNTN	P1_I1_M17	0.88
ZDHHC11	P1_I1_M1	0.92
FAM26F	P1_I1_M7	0.84
CNR2	P1_I1_M1	0.91
SLX4	P1_I1_M1	0.95
GLRA4	P1_I1_M1	0.99
ENTPD8	P1_I1_M12	0.9
BEND4	P1_I1_M3	0.97
FAM78B	P1_I1_M1	0.99
ZNF563	P1_I1_M3	0.96
TMC3	P1_I1_M8	0.91
FBF1	P1_I1_M3	0.91
KLRG2	P1_I1_M1	0.95
ASTL	P1_I1_M1	0.99
MSL1	P1_I1_M4	0.89
CTD-3088G3.8	P1_I1_M1	0.98
LRRK2	P1_I1_M28	0.94
BSX	P1_I1_M1	0.99
GJB3	P1_I1_M10	0.97
FAM196A	P1_I1_M1	0.99
HACD4	P1_I1_M1	0.88
CFAP126	P1_I1_M17	0.92
NYX	P1_I1_M1	0.99
UTS2B	P1_I1_M1	0.98
C9orf152	P1_I1_M26	0.8
MSANTD1	P1_I1_M1	0.99
AADACL3	P1_I1_M1	0.99
SLC15A5	P1_I1_M1	0.99
LIPI	P1_I1_M16	0.99
LRRC66	P1_I1_M12	0.85
HUS1B	P1_I1_M1	0.99
SBSN	P1_I1_M10	0.93
ADAT2	P1_I1_M1	0.86
KIR2DL4	P1_I1_M1	0.99
MAGEB16	P1_I1_M1	0.98
VHLL	P1_I1_M1	0.99
DUSP21	P1_I1_M1	0.96
ZNF567	P1_I1_M1	0.88
ANKDD1B	P1_I1_M1	0.98
RNFT1	P1_I1_M2	0.98
RNF222	P1_I1_M1	0.94
CGB5	P1_I1_M15	0.83
FAM111B	P1_I1_M1	0.82
APOD	P1_I1_M34	0.98
GAGE2A	P1_I1_M2	0.98
VSTM1	P1_I1_M14	0.92
ARID2	P1_I1_M2	0.92
FAM25G	P1_I1_M10	0.98
PRSS48	P1_I1_M1	0.99
IL1RAPL2	P1_I1_M1	0.99
BLOC1S3	P1_I1_M1	0.9
ANKRD34B	P1_I1_M1	0.99
FAM47B	P1_I1_M1	0.94
NKAPL	P1_I1_M2	0.96
FSCB	P1_I1_M2	0.96
ZNF573	P1_I1_M1	0.99
GRAPL	P1_I1_M7	0.92
ZNF527	P1_I1_M1	0.99
ZAR1L	P1_I1_M1	0.99
KRTAP10-12	P1_I1_M1	0.99
OR14I1	P1_I1_M1	0.99
KRT77	P1_I1_M10	0.95
DCAF8L2	P1_I1_M3	0.96
ZNF600	P1_I1_M1	0.93
BTBD8	P1_I1_M1	0.99
C15orf61	P1_I1_M1	0.93
TSPYL1	P1_I1_M13	0.88
SPANXN3	P1_I1_M2	0.96
TRIM64B	P1_I1_M1	0.99
DRICH1	P1_I1_M2	0.95
GJB5	P1_I1_M10	0.91
ALKAL2	P1_I1_M23	0.94
ZKSCAN3	P1_I1_M1	0.93
FOXR2	P1_I1_M1	0.99
LIN54	P1_I1_M1	0.84
C6orf222	P1_I1_M12	0.9
SPANXN4	P1_I1_M3	0.99
S100A14	P1_I1_M20	0.95
TOGARAM2	P1_I1_M1	0.92
SPATA31D4	P1_I1_M1	0.99
NEMP2	P1_I1_M1	0.99
GSPT2	P1_I1_M3	0.87
TBC1D28	P1_I1_M3	0.97
C8orf76	P1_I1_M1	0.8
CXCL17	P1_I1_M29	0.82
OTUD6A	P1_I1_M1	0.97
MMP23B	P1_I1_M1	0.97
SH2D5	P1_I1_M1	0.88
ZFP92	P1_I1_M1	0.98
NCR1	P1_I1_M1	0.99
RASSF10	P1_I1_M1	0.96
GJB4	P1_I1_M10	0.84
OR2L13	P1_I1_M1	0.99
SYCP2	P1_I1_M2	0.97
ZNF724	P1_I1_M1	0.99
IL1RAP	P1_I1_M9	0.88
MYBPC1	P1_I1_M11	0.96
PAX5	P1_I1_M7	0.91
OR5K4	P1_I1_M1	0.99
OR6M1	P1_I1_M1	0.99
SPOCK3	P1_I1_M8	0.91
ZNF676	P1_I1_M1	0.99
ZNF699	P1_I1_M1	0.98
TDRD7	P1_I1_M2	0.95
CCDC189	P1_I1_M1	0.9
OR8A1	P1_I1_M1	0.99
VN1R2	P1_I1_M1	0.99
MYT1	P1_I1_M1	0.98
SERPINA3	P1_I1_M9	0.94
WDSUB1	P1_I1_M6	0.8
ZNF79	P1_I1_M1	0.95
PLEKHG4	P1_I1_M3	0.89
KRTAP4-3	P1_I1_M1	0.99
FAT4	P1_I1_M1	0.92
C8orf86	P1_I1_M1	0.99
KIF19	P1_I1_M1	0.85
OR6K2	P1_I1_M1	0.99
ZNF681	P1_I1_M1	0.99
ACADSB	P1_I1_M9	0.9
OR10J1	P1_I1_M1	0.96
CTSE	P1_I1_M29	0.98
MPHOSPH8	P1_I1_M4	0.82
ZNF766	P1_I1_M2	0.84
RYR1	P1_I1_M11	0.97
KRTAP5-3	P1_I1_M1	0.99
SULT1C3	P1_I1_M34	0.99
XPNPEP3	P1_I1_M1	0.87
OR2T2	P1_I1_M1	0.99
OR2C3	P1_I1_M6	0.86
OR10S1	P1_I1_M1	0.99
SFTA2	P1_I1_M28	0.91
ZNF471	P1_I1_M6	0.88
OR10J3	P1_I1_M1	0.99
GRM7	P1_I1_M1	0.94
SUPT3H	P1_I1_M1	0.88
BECN2	P1_I1_M1	0.99
NIF3L1	P1_I1_M4	0.87
ATP2A1	P1_I1_M11	0.96
MFSD14C	P1_I1_M1	0.88
ZBTB44	P1_I1_M2	0.85
GIMAP5	P1_I1_M7	0.85
STK31	P1_I1_M2	0.99
CGB7	P1_I1_M1	0.99
NLGN3	P1_I1_M5	0.96
OR8D1	P1_I1_M1	0.99
ADH7	P1_I1_M20	0.98
ZKSCAN7	P1_I1_M1	0.99
ZNF729	P1_I1_M1	0.99
CPNE4	P1_I1_M27	0.91
ZNF565	P1_I1_M1	0.96
ELAVL3	P1_I1_M5	0.99
WDR5	P1_I1_M2	0.91
LONP1	P1_I1_M23	0.93
TRRAP	P1_I1_M6	0.92
NUDT11	P1_I1_M2	0.86
FUT4	P1_I1_M14	0.95
SLC35F1	P1_I1_M5	0.95
ZNF34	P1_I1_M1	0.84
ZNF781	P1_I1_M1	0.99
ZNF140	P1_I1_M1	0.82
INCA1	P1_I1_M2	0.92
ZNF774	P1_I1_M1	0.93
SPANXD	P1_I1_M3	0.98
THEM5	P1_I1_M10	0.96
NOXO1	P1_I1_M1	0.93
PRTN3	P1_I1_M14	0.91
ZNF765	P1_I1_M1	0.91
ZNF124	P1_I1_M1	0.84
XRCC6	P1_I1_M4	0.81
S100A5	P1_I1_M1	0.96
LINC00176	P1_I1_M1	0.99
NBPF4	P1_I1_M1	0.98
CRYBA4	P1_I1_M1	0.99
ASMT	P1_I1_M1	0.99
NPIPB15	P1_I1_M3	0.92
ZNF569	P1_I1_M3	0.95
ARMCX4	P1_I1_M1	0.88
ZNF777	P1_I1_M1	0.92
PIK3R4	P1_I1_M8	0.94
ZNF775	P1_I1_M1	0.98
ZNF605	P1_I1_M1	0.91
RFX8	P1_I1_M1	0.99
ZNF799	P1_I1_M1	0.96
FGF16	P1_I1_M1	0.99
GK2	P1_I1_M2	0.98
IPO4	P1_I1_M3	0.95
ARL9	P1_I1_M3	0.97
PRPF40A	P1_I1_M4	0.85
GDAP2	P1_I1_M1	0.95
ANAPC7	P1_I1_M4	0.85
TPK1	P1_I1_M1	0.85
NACA	P1_I1_M21	0.95
MYO18A	P1_I1_M11	0.97
OR2T3	P1_I1_M1	0.99
BORCS6	P1_I1_M1	0.97
FAM72A	P1_I1_M3	0.86
LINC00238	P1_I1_M1	0.97
HBG2	P1_I1_M15	0.97
LAMA2	P1_I1_M15	0.92
PFN3	P1_I1_M1	0.99
OR5AC2	P1_I1_M1	0.99
AJAP1	P1_I1_M1	0.94
XRCC2	P1_I1_M1	0.99
CTB-25J19.1	P1_I1_M1	0.99
HDAC2	P1_I1_M4	0.86
ZNF782	P1_I1_M1	0.96
SLC22A25	P1_I1_M1	0.97
POTEF	P1_I1_M1	0.99
ZNF846	P1_I1_M6	0.86
ADH1B	P1_I1_M9	0.97
WNK3	P1_I1_M3	0.9
SDHAF3	P1_I1_M1	0.87
HRH1	P1_I1_M1	0.82
ZNF136	P1_I1_M1	0.81
ZKSCAN5	P1_I1_M1	0.92
ZNF502	P1_I1_M1	0.99
TRAPPC4	P1_I1_M1	0.84
TTC30B	P1_I1_M1	0.84
SLC30A10	P1_I1_M1	0.98
OR8B3	P1_I1_M1	0.99
TECPR2	P1_I1_M6	0.87
TLR7	P1_I1_M1	0.92
FAM180B	P1_I1_M1	0.97
ERI2	P1_I1_M3	0.85
HSH2D	P1_I1_M7	0.87
TRPV1	P1_I1_M1	0.94
AMZ2	P1_I1_M2	0.89
ALKAL1	P1_I1_M1	0.98
NF1	P1_I1_M6	0.9
VKORC1L1	P1_I1_M8	0.92
ZNF418	P1_I1_M1	0.85
LCE1B	P1_I1_M10	0.96
HIST1H2AI	P1_I1_M1	0.98
CLPSL2	P1_I1_M16	0.99
S100A2	P1_I1_M20	0.95
POU3F4	P1_I1_M1	0.97
OR14A16	P1_I1_M1	0.99
OR52K1	P1_I1_M1	0.99
MAML3	P1_I1_M1	0.88
HIST1H2AG	P1_I1_M1	0.98
STRN3	P1_I1_M6	0.82
ZNF239	P1_I1_M1	0.88
SPINK14	P1_I1_M1	0.99
CHRNG	P1_I1_M1	0.95
ZSCAN16	P1_I1_M1	0.86
CTD-2192J16.17	P1_I1_M1	0.99
OR11G2	P1_I1_M1	0.99
POTEI	P1_I1_M1	0.86
PATE2	P1_I1_M16	0.99
KRT39	P1_I1_M1	0.99
TOMM20L	P1_I1_M1	0.94
RGPD4	P1_I1_M1	0.99
NHLRC2	P1_I1_M1	0.81
HIST1H2AD	P1_I1_M1	0.99
ZFP28	P1_I1_M1	0.85
SCN8A	P1_I1_M1	0.84
HIST3H2BB	P1_I1_M1	0.99
TEX43	P1_I1_M3	0.97
KPNA5	P1_I1_M2	0.96
ANKRD36B	P1_I1_M1	0.92
HCAR1	P1_I1_M8	0.92
FLNA	P1_I1_M18	0.84
TMEM26	P1_I1_M1	0.91
SRGAP1	P1_I1_M1	0.93
OR2T4	P1_I1_M1	0.99
ZNF705A	P1_I1_M1	0.93
WDR5B	P1_I1_M1	0.85
FAM163B	P1_I1_M5	0.99
NPIPB9	P1_I1_M1	0.93
WDR45	P1_I1_M16	0.94
ZNF138	P1_I1_M1	0.93
ZNF429	P1_I1_M1	0.82
ZNF470	P1_I1_M1	0.98
ZNF100	P1_I1_M1	0.94
ZNF398	P1_I1_M1	0.9
ZSCAN25	P1_I1_M1	0.92
ZNF441	P1_I1_M1	0.9
GMFB	P1_I1_M5	0.83
SIGLEC15	P1_I1_M1	0.99
ZNF420	P1_I1_M1	0.83
ZNF763	P1_I1_M1	0.92
ZMYM1	P1_I1_M1	0.97
HIST1H4C	P1_I1_M1	0.98
KRT35	P1_I1_M1	0.99
LCE1C	P1_I1_M10	0.94
DYNC1H1	P1_I1_M13	0.9
SLC6A17	P1_I1_M5	0.99
IFNL3	P1_I1_M1	0.99
SLC25A29	P1_I1_M22	0.95
PGAP1	P1_I1_M1	0.85
ZNF679	P1_I1_M1	0.99
ZNF682	P1_I1_M1	0.91
OR8B8	P1_I1_M1	0.99
ZNF257	P1_I1_M1	0.99
PCNX3	P1_I1_M3	0.88
ADAM32	P1_I1_M3	0.99
ACSL5	P1_I1_M12	0.84
HIST1H3J	P1_I1_M1	0.99
ZNF785	P1_I1_M1	0.88
SULT1A2	P1_I1_M12	0.95
NEK5	P1_I1_M3	0.94
PSMD12	P1_I1_M6	0.84
MAGEA6	P1_I1_M1	0.96
ADGRA1	P1_I1_M1	0.82
PIWIL2	P1_I1_M2	0.96
NOL4L	P1_I1_M2	0.88
CYSRT1	P1_I1_M20	0.91
ZSCAN5B	P1_I1_M1	0.99
TBC1D9B	P1_I1_M6	0.85
OR1J2	P1_I1_M1	0.99
HIST1H4J	P1_I1_M1	0.82
SLC2A7	P1_I1_M1	0.98
FAM110D	P1_I1_M1	0.98
SERPINA1	P1_I1_M9	0.98
KANK2	P1_I1_M18	0.93
C6orf141	P1_I1_M1	0.93
IL27	P1_I1_M1	0.95
GUCA2A	P1_I1_M26	0.82
RAD54B	P1_I1_M1	0.98
ZNF165	P1_I1_M3	0.96
BLM	P1_I1_M1	0.98
ZNF720	P1_I1_M1	0.8
OR10D3	P1_I1_M1	0.99
PELI1	P1_I1_M14	0.89
LYPD2	P1_I1_M20	0.97
UAP1L1	P1_I1_M1	0.84
ZNF786	P1_I1_M1	0.97
ZNF517	P1_I1_M1	0.96
S100A7L2	P1_I1_M1	0.99
ZNF675	P1_I1_M3	0.82
OR8S1	P1_I1_M1	0.99
ZNF860	P1_I1_M1	0.98
OR6N1	P1_I1_M1	0.99
CYP2B6	P1_I1_M9	1.0
HIST1H3D	P1_I1_M1	0.97
DCHS2	P1_I1_M1	0.99
FABP12	P1_I1_M1	0.91
SHPK	P1_I1_M1	0.84
OR51D1	P1_I1_M1	0.99
IPP	P1_I1_M6	0.92
OPALIN	P1_I1_M5	0.99
OR13G1	P1_I1_M1	0.99
MAP3K5	P1_I1_M23	0.9
OGDHL	P1_I1_M19	0.89
CYP2F1	P1_I1_M1	0.99
OR2L5	P1_I1_M1	0.99
STMN3	P1_I1_M5	0.93
GYPE	P1_I1_M1	0.95
ZNF695	P1_I1_M1	0.99
PCDHB11	P1_I1_M1	0.97
ZNF628	P1_I1_M1	0.98
GALP	P1_I1_M1	0.99
ZNF665	P1_I1_M1	0.99
RPF2	P1_I1_M6	0.86
SLC28A3	P1_I1_M1	0.85
FAM177B	P1_I1_M29	0.85
MIB2	P1_I1_M1	0.91
OR6Y1	P1_I1_M1	0.99
GZMM	P1_I1_M7	0.84
TTC30A	P1_I1_M1	0.82
SSPO	P1_I1_M1	0.99
ELANE	P1_I1_M14	0.9
COL4A6	P1_I1_M18	0.8
ZNF624	P1_I1_M1	0.97
TOPORS	P1_I1_M6	0.93
DMBX1	P1_I1_M1	0.99
OR11L1	P1_I1_M1	0.99
CCDC154	P1_I1_M1	0.98
C5orf42	P1_I1_M1	0.86
ZNF841	P1_I1_M6	0.84
MYH6	P1_I1_M25	0.93
MPEG1	P1_I1_M7	0.81
SERPINB2	P1_I1_M20	0.94
DPP4	P1_I1_M8	0.82
SERPINB13	P1_I1_M20	1.0
ZNF433	P1_I1_M2	0.94
CCER1	P1_I1_M3	0.97
DNAH10	P1_I1_M1	0.98
SLC22A24	P1_I1_M1	0.98
KRTAP26-1	P1_I1_M1	0.99
SPTAN1	P1_I1_M13	0.9
NMB	P1_I1_M5	0.93
PARVA	P1_I1_M18	0.96
OR6C74	P1_I1_M1	0.99
RPE	P1_I1_M4	0.81
ZNF460	P1_I1_M1	0.98
CR1L	P1_I1_M1	0.99
PHF2	P1_I1_M6	0.82
C14orf178	P1_I1_M1	0.99
CFAP43	P1_I1_M2	0.83
LHFPL5	P1_I1_M1	0.94
RPL37A	P1_I1_M21	0.88
TXNRD3	P1_I1_M2	0.9
STPG3	P1_I1_M3	0.98
MAP1LC3C	P1_I1_M1	0.82
MCMBP	P1_I1_M4	0.84
EME2	P1_I1_M1	0.99
KLHDC1	P1_I1_M1	0.91
ZNF81	P1_I1_M1	0.96
ZNF780A	P1_I1_M1	0.97
OR5B17	P1_I1_M1	0.99
OR52M1	P1_I1_M1	0.99
ZNF461	P1_I1_M1	0.98
CCDC180	P1_I1_M3	0.94
SLC9A8	P1_I1_M1	0.88
C4orf22	P1_I1_M2	0.86
HIST4H4	P1_I1_M1	0.97
CYP2A13	P1_I1_M1	0.99
ZNF181	P1_I1_M6	0.87
OR8G1	P1_I1_M1	0.99
FAM212B	P1_I1_M1	0.85
ZNF44	P1_I1_M1	0.93
ADAMTSL2	P1_I1_M30	0.91
SGTB	P1_I1_M5	0.95
ZNF790	P1_I1_M3	0.9
PRB3	P1_I1_M32	1.0
MDS2	P1_I1_M1	0.96
OR1S2	P1_I1_M1	0.99
UGT2B17	P1_I1_M12	0.88
MEIG1	P1_I1_M1	0.93
SLC22A12	P1_I1_M19	0.98
KIF13B	P1_I1_M8	0.93
NRAP	P1_I1_M11	0.98
SLC22A6	P1_I1_M19	0.98
HRNR	P1_I1_M1	0.99
IFNA1	P1_I1_M1	0.99
HES5	P1_I1_M1	0.99
ZNF677	P1_I1_M2	0.94
ERO1A	P1_I1_M20	0.93
ZNF823	P1_I1_M1	0.9
ZNF311	P1_I1_M1	0.99
ZNF347	P1_I1_M1	0.85
OR5H2	P1_I1_M1	0.99
PLCG2	P1_I1_M7	0.89
ZNF71	P1_I1_M1	0.99
AADACL2	P1_I1_M10	0.87
RPL12	P1_I1_M21	0.94
DNM3	P1_I1_M5	0.92
MBP	P1_I1_M5	0.94
GOLGA6L9	P1_I1_M1	0.99
LEKR1	P1_I1_M3	0.98
RP11-310K10.1	P1_I1_M1	0.99
CLEC9A	P1_I1_M1	0.95
KEL	P1_I1_M3	0.92
NOL8	P1_I1_M6	0.92
CCDC151	P1_I1_M1	0.91
DLGAP2	P1_I1_M1	0.99
FCGR1B	P1_I1_M16	0.86
SPANXA1	P1_I1_M1	0.97
ZNF560	P1_I1_M1	0.95
TUBA3C	P1_I1_M2	0.96
RPS4X	P1_I1_M21	0.9
ZNF273	P1_I1_M1	0.99
ZNF84	P1_I1_M6	0.87
MAK16	P1_I1_M1	0.88
AVPR1B	P1_I1_M1	0.99
SIRPA	P1_I1_M5	0.87
DSCR8	P1_I1_M3	0.98
PRIM1	P1_I1_M3	0.88
5-Mar	P1_I1_M6	0.85
POTEH	P1_I1_M1	0.98
NPIPB13	P1_I1_M1	0.95
CYP2A7	P1_I1_M9	0.94
KRTAP9-9	P1_I1_M1	0.99
SFI1	P1_I1_M3	0.83
KRTAP4-6	P1_I1_M1	0.99
ZNF649	P1_I1_M6	0.82
ADH4	P1_I1_M9	0.98
OR2T6	P1_I1_M1	0.99
ZNF248	P1_I1_M6	0.9
CHSY3	P1_I1_M1	0.96
TOR4A	P1_I1_M1	0.81
MB	P1_I1_M11	0.92
OR2L3	P1_I1_M1	0.99
DEFB107B	P1_I1_M16	0.99
NPIPB6	P1_I1_M2	0.97
HMGN5	P1_I1_M2	0.9
MAN1A2	P1_I1_M4	0.84
ZNF251	P1_I1_M1	0.85
FAM47C	P1_I1_M1	0.99
CLEC4C	P1_I1_M1	0.96
ZNF607	P1_I1_M1	0.94
SULT1C2	P1_I1_M29	0.89
ZXDA	P1_I1_M1	0.98
RP11-566K11.2	P1_I1_M1	0.99
CACNA1E	P1_I1_M1	0.96
QRICH1	P1_I1_M4	0.87
CSF2RA	P1_I1_M15	0.9
FKBP1C	P1_I1_M1	0.99
DDX42	P1_I1_M4	0.93
RPL23A	P1_I1_M21	0.98
STYX	P1_I1_M3	0.83
HELZ	P1_I1_M8	0.82
KRTAP4-5	P1_I1_M1	0.99
OR5B21	P1_I1_M1	0.99
CARD11	P1_I1_M7	0.96
ZNF485	P1_I1_M1	0.98
SDAD1	P1_I1_M4	0.86
ZKSCAN8	P1_I1_M6	0.93
FAM109A	P1_I1_M12	0.83
TMEM239	P1_I1_M3	0.96
HYLS1	P1_I1_M3	0.96
MYL4	P1_I1_M25	0.93
ZNF442	P1_I1_M1	0.98
ZNF813	P1_I1_M1	0.97
KRTAP13-1	P1_I1_M1	0.99
ZNF26	P1_I1_M1	0.97
TMEM207	P1_I1_M1	0.85
NTRK1	P1_I1_M1	0.95
MT1F	P1_I1_M22	0.86
ZNF583	P1_I1_M1	0.93
KRTAP4-1	P1_I1_M1	0.99
CCT8L2	P1_I1_M3	0.97
ZNF568	P1_I1_M6	0.94
ZXDB	P1_I1_M1	0.92
TPM2	P1_I1_M11	0.93
RTP2	P1_I1_M1	0.99
ZNF808	P1_I1_M1	0.95
ANKRD35	P1_I1_M10	0.93
YTHDF2	P1_I1_M4	0.87
ATL1	P1_I1_M5	0.97
C1orf228	P1_I1_M3	0.94
ZNF43	P1_I1_M1	0.81
GPN1	P1_I1_M4	0.88
PLN	P1_I1_M25	0.95
C2CD4A	P1_I1_M1	0.99
ZNF28	P1_I1_M1	0.81
ZNF511	P1_I1_M1	0.89
ZNF627	P1_I1_M6	0.88
KCNRG	P1_I1_M17	0.97
WDHD1	P1_I1_M1	0.94
ZNF789	P1_I1_M1	0.85
SLC34A3	P1_I1_M1	0.89
RD3	P1_I1_M1	0.99
SPANXC	P1_I1_M3	0.98
SH2D1B	P1_I1_M1	0.94
ARC	P1_I1_M30	0.95
TLK1	P1_I1_M6	0.87
LRBA	P1_I1_M8	0.87
C3orf35	P1_I1_M1	0.99
ZNF536	P1_I1_M1	0.86
OR2M2	P1_I1_M1	0.99
AKR1C4	P1_I1_M9	0.98
COPS8	P1_I1_M13	0.85
RYR2	P1_I1_M33	0.9
ZNF534	P1_I1_M1	0.99
KLHL9	P1_I1_M6	0.86
FAM3D	P1_I1_M26	0.87
NCOA6	P1_I1_M8	0.84
TAT	P1_I1_M9	0.98
C6orf89	P1_I1_M4	0.89
CALM1	P1_I1_M5	0.81
LPA	P1_I1_M9	0.87
OR10G6	P1_I1_M1	0.99
TUSC1	P1_I1_M1	0.86
MAGEA1	P1_I1_M1	0.98
SLC9A6	P1_I1_M5	0.98
FAN1	P1_I1_M1	0.89
ABCA4	P1_I1_M1	0.93
IPO9	P1_I1_M6	0.9
GPX6	P1_I1_M1	0.98
CEP290	P1_I1_M6	0.95
MT-CO2	P1_I1_M24	0.91
TOGARAM1	P1_I1_M6	0.89
C19orf45	P1_I1_M3	0.97
MT-CYB	P1_I1_M24	0.87
LRRTM3	P1_I1_M1	0.82
ZNF652	P1_I1_M1	0.97
GPATCH3	P1_I1_M1	0.84
CDC42BPB	P1_I1_M13	0.88
PLXNB3	P1_I1_M5	0.94
OXCT2	P1_I1_M3	0.96
RPL10A	P1_I1_M21	0.97
COLGALT2	P1_I1_M5	0.95
EPS8L3	P1_I1_M12	0.92
EGFL6	P1_I1_M15	0.97
MT-ND2	P1_I1_M24	0.82
